dataset_id,table_id,column_name,column_label,column_description,column_role,value_type,unit_label,unit_iri,term_iri,term_type,required,property_iri,entity_iri,constraint_iri,method_iri
spsr-data-dictionary,indicator_year,YEAR,Year,The year measurements were captured,temporal,integer,year,http://qudt.org/vocab/unit/YR,http://rs.tdwg.org/dwc/terms/eventDate,owl_object_property,TRUE,,,,
spsr-data-dictionary,indicator_year,TOTAL_SPAWNERS,Total Spawners,Total number of spawners for the year,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,http://rs.tdwg.org/dwc/terms/Organism,,
spsr-data-dictionary,indicator_year,SPAWNERS_AGE_1,Spawners Age 1,Number of age 1 spawners,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,http://rs.tdwg.org/dwc/terms/Organism,,
spsr-data-dictionary,indicator_year,SPAWNERS_AGE_2,Spawners Age 2,Number of age 2 spawners,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,http://rs.tdwg.org/dwc/terms/Organism,,
spsr-data-dictionary,indicator_year,SPAWNERS_AGE_3,Spawners Age 3,Number of age 3 spawners,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,http://rs.tdwg.org/dwc/terms/Organism,,
spsr-data-dictionary,indicator_year,SPAWNERS_AGE_4,Spawners Age 4,Number of age 4 spawners,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,http://rs.tdwg.org/dwc/terms/Organism,,
spsr-data-dictionary,indicator_year,SPAWNERS_AGE_5,Spawners Age 5,Number of age 5 spawners,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,http://rs.tdwg.org/dwc/terms/Organism,,
spsr-data-dictionary,indicator_year,SPAWNERS_AGE_6,Spawners Age 6,Number of age 6 spawners,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,http://rs.tdwg.org/dwc/terms/Organism,,
spsr-data-dictionary,indicator_year,SPAWNERS_AGE_7,Spawners Age 7,Number of age 7 spawners,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,http://rs.tdwg.org/dwc/terms/Organism,,
spsr-data-dictionary,indicator_year,RECRUITS,Recruits,Number of new fish added to a population,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,,skos_concept,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,http://rs.tdwg.org/dwc/terms/Organism,,
spsr-data-dictionary,indicator_year,MARINE_SURVIVAL_INDEX,Marine Survival Index,Survival rate of fish during ocean time,measurement,number,ratio,http://qudt.org/vocab/unit/UNITLESS,,skos_concept,FALSE,,,,
spsr-data-dictionary,indicator_year,TOTAL_EXPLOITATION_RATE,Total Exploitation Rate,Estimated annual calendar year exploitation rate at CU or PFMA scale,measurement,number,ratio,http://qudt.org/vocab/unit/UNITLESS,https://w3id.org/gcdfo/salmon#TotalExploitationRate,owl_class,FALSE,,,,
spsr-data-dictionary,smu,SMU_ID,SMU ID,SMU ID linked to Stock Management Unit from crosswalk table,identifier,string,,,https://w3id.org/gcdfo/salmon#StockManagementUnit,owl_class,TRUE,,,,
spsr-data-dictionary,smu,SMU_NAME,SMU Name,SMU name from crosswalk table,attribute,string,,,,,,FALSE,,,,
spsr-data-dictionary,smu,SPECIES,Species,Species of salmon,categorical,string,,,,,,FALSE,,,,
spsr-data-dictionary,smu,LRP,Limit Reference Point,Stock status below which serious harm may be incurred,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#LimitReferencePoint,owl_class,FALSE,,,,
spsr-data-dictionary,smu,USR,Upper Stock Reference,Threshold for progressive reduction of fishing mortality,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#UpperStockReferencePoint,owl_class,FALSE,,,,
spsr-data-dictionary,smu,TR,Target Reference,Desired stock or exploitation level,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#ReferencePoint,owl_class,FALSE,,,,
spsr-data-dictionary,smu,RR,Removal Reference,Maximum proportion of population that can be harvested,measurement,number,ratio,http://qudt.org/vocab/unit/UNITLESS,,skos_concept,FALSE,,,,
spsr-data-dictionary,smu,INDICATOR_CWT,Indicator CWT,Coded wire tag population used as indicator,attribute,string,,,,,,FALSE,,,,
spsr-data-dictionary,cu,CU_ID,CU ID,Alphanumeric ID for Conservation Unit,identifier,string,,,https://w3id.org/gcdfo/salmon#ConservationUnit,owl_class,TRUE,,,,
spsr-data-dictionary,cu,CU_NAME,CU Name,Official CU name from crosswalk,attribute,string,,,,,,FALSE,,,,
spsr-data-dictionary,cu,SMU_ID,SMU ID,Stock Management Unit ID,identifier,string,,,https://w3id.org/gcdfo/salmon#StockManagementUnit,owl_class,FALSE,,,,
spsr-data-dictionary,cu,LIFE_HISTORY_TYPE,Life History Type,Life cycle patterns of the salmon,categorical,string,,,,,,FALSE,,,,
spsr-data-dictionary,cu,CU_TYPE,CU Type,Conservation Unit status type,categorical,string,,,,,,FALSE,,,,
spsr-data-dictionary,cu,DFO_AREA,DFO Area,DFO management area,categorical,string,,,,,,FALSE,,,,
spsr-data-dictionary,cu,LRP,Limit Reference Point,Stock status below which serious harm may be incurred,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#LimitReferencePoint,owl_class,FALSE,,,,
spsr-data-dictionary,cu,USR,Upper Stock Reference,Threshold for progressive reduction of fishing mortality,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#UpperStockReferencePoint,owl_class,FALSE,,,,
spsr-data-dictionary,cu,TR,Target Reference,Desired stock or exploitation level,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#ReferencePoint,owl_class,FALSE,,,,
spsr-data-dictionary,cu,RR,Removal Reference,Maximum proportion of population that can be harvested,measurement,number,ratio,http://qudt.org/vocab/unit/UNITLESS,,skos_concept,FALSE,,,,
spsr-data-dictionary,cu,LOWER_WSP_BENCHMARK,Lower WSP Benchmark,Wild Salmon Policy lower biological benchmark,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#MetricBenchmark,owl_class,FALSE,,,,
spsr-data-dictionary,cu,UPPER_WSP_BENCHMARK,Upper WSP Benchmark,Wild Salmon Policy upper biological benchmark,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#MetricBenchmark,owl_class,FALSE,,,,
spsr-data-dictionary,indicator_metadata,SMU_ID,SMU ID,Alphanumeric ID for stock management unit,identifier,string,,,https://w3id.org/gcdfo/salmon#StockManagementUnit,owl_class,TRUE,,,,
spsr-data-dictionary,indicator_metadata,INDICATOR_CWT,Indicator CWT,Refer to metrics or data derived from coded wire tags,attribute,string,,,,,,FALSE,,,,
spsr-data-dictionary,indicator_metadata,START_YEAR,Start Year,The start year the time series index became active,temporal,integer,year,http://qudt.org/vocab/unit/YR,http://rs.tdwg.org/dwc/terms/eventDate,owl_object_property,FALSE,,,,
spsr-data-dictionary,indicator_metadata,END_YEAR,End Year,The year the unit ends being active,temporal,integer,year,http://qudt.org/vocab/unit/YR,http://rs.tdwg.org/dwc/terms/eventDate,owl_object_property,FALSE,,,,
spsr-data-dictionary,indicator_metadata,METHOD_COLLECTION,Data Collection Methods,Notes on data collection methods that apply to the entire timeseries,attribute,string,,,http://rs.tdwg.org/dwc/terms/samplingProtocol,owl_object_property,FALSE,,,,
spsr-data-dictionary,indicator_metadata,METHOD_ANALYSIS,Data Analysis Methods,Notes on data analysis methods that apply to the entire timeseries,attribute,string,,,,,,FALSE,,,,
spsr-data-dictionary,indicator_metadata,YEAR_TYPE,Year Method,The type of year definition used in the timeseries,categorical,string,,,https://w3id.org/gcdfo/salmon#YearBasis,owl_class,FALSE,,,,
spsr-data-dictionary,indicator_metadata,AGE_TYPE,Age Method,The type of age definition used in the timeseries,categorical,string,,,,,,FALSE,,,,
spsr-data-dictionary,indicator_metadata,INFORMATION_QUALITY,Information Quality,Data quality score 1-5 based on Ogden 2015 framework,categorical,integer,,,,,,FALSE,,,,
spsr-data-dictionary,indicator_metadata,INDEX_QUALITY,Index Quality,Information quality ranking from New Zealand Standard,categorical,string,,,,,,FALSE,,,,
spsr-data-dictionary,indicator_metadata,REFERENCE,Reference,Citation for the report that data was published or archived in,attribute,string,,,http://purl.org/dc/terms/bibliographicCitation,owl_annotation_property,FALSE,,,,
spsr-data-dictionary,indicator_metadata,CONTACT,Contact,Name and email contact for dataset steward or expert,attribute,string,,,,,,FALSE,,,,
spsr-data-dictionary,indicator_metadata,COMMENTS,Comments,Additional comments about the time series,attribute,string,,,http://rs.tdwg.org/dwc/terms/occurrenceRemarks,owl_object_property,FALSE,,,,
